FileType, Version, Date, Time, ChartField, TimeSource, Recorder, Scale, Units, ChartSubType, BaseScaling,,,,,,,,,
LDP,1, 06/23/2020, 09:13:21, Record, Internal,5, Kilo, Primary, Unknown, Primary,,,,,,,,,
RecNum, Date, Time, Phase, Status,,,,,,,,,,,,,,,
-1,1,2,-1,3,,,,,,,,,,,,,,,
HRM25_IB," ""HRM3_IB"""," ""HRM27_IB"""," ""HRM5_IB"""," ""HRM7_IB"""," ""HRM9_IB"""," ""HRM11_IB"""," ""HRM13_IB"""," ""HRM15_IB"""," ""HRM17_IB"""," ""HRM19_IB"""," ""HRM21_IB"""," ""HRM23_IB"""," ""HRM29_IB"""," ""HRM31_IB"""," ""HRM33_IB""",,,,
4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,,,,
DeviceID, FID, TID, Form, CTR, CTRN, PTR, LDAR,,,,,,,,,,,,
EPSOL-KITAGAWA," ""SEL-735-R203-V0-Z101100-D20190828"""," ""SUBSTATION""",9,4000,4000,1000,60,,,,,,,,,,,,
ChannelName, ChannelFunction, ChannelUnits, ChannelRule, ChannelMult, ChannelRollover, ChannelScale,,,,,,,,,,,,,
13774, 06/11/2020, 22:10:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13773, 06/11/2020, 22:11:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13772, 06/11/2020, 22:12:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13771, 06/11/2020, 22:13:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13770, 06/11/2020, 22:14:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13769, 06/11/2020, 22:15:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13768, 06/11/2020, 22:16:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13767, 06/11/2020, 22:17:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13766, 06/11/2020, 22:18:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13765, 06/11/2020, 22:19:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13764, 06/11/2020, 22:20:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13763, 06/11/2020, 22:21:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13762, 06/11/2020, 22:22:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13761, 06/11/2020, 22:23:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13760, 06/11/2020, 22:24:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13759, 06/11/2020, 22:25:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13758, 06/11/2020, 22:26:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13757, 06/11/2020, 22:27:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13756, 06/11/2020, 22:28:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13755, 06/11/2020, 22:29:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13754, 06/11/2020, 22:30:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13753, 06/11/2020, 22:31:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13752, 06/11/2020, 22:32:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13751, 06/11/2020, 22:33:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13750, 06/11/2020, 22:34:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13749, 06/11/2020, 22:35:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13748, 06/11/2020, 22:36:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13747, 06/11/2020, 22:37:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13746, 06/11/2020, 22:38:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13745, 06/11/2020, 22:39:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13744, 06/11/2020, 22:40:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13743, 06/11/2020, 22:41:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13742, 06/11/2020, 22:42:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13741, 06/11/2020, 22:43:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13740, 06/11/2020, 22:44:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13739, 06/11/2020, 22:45:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13738, 06/11/2020, 22:46:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13737, 06/11/2020, 22:47:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13736, 06/11/2020, 22:48:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13735, 06/11/2020, 22:49:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13734, 06/11/2020, 22:50:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13733, 06/11/2020, 22:51:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13732, 06/11/2020, 22:52:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13731, 06/11/2020, 22:53:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13730, 06/11/2020, 22:54:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13729, 06/11/2020, 22:55:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13728, 06/11/2020, 22:56:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13727, 06/11/2020, 22:57:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13726, 06/11/2020, 22:58:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13725, 06/11/2020, 22:59:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13724, 06/11/2020, 23:00:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13723, 06/11/2020, 23:01:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13722, 06/11/2020, 23:02:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13721, 06/11/2020, 23:03:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13720, 06/11/2020, 23:04:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13719, 06/11/2020, 23:05:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13718, 06/11/2020, 23:06:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13717, 06/11/2020, 23:07:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13716, 06/11/2020, 23:08:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13715, 06/11/2020, 23:09:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13714, 06/11/2020, 23:10:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13713, 06/11/2020, 23:11:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13712, 06/11/2020, 23:12:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13711, 06/11/2020, 23:13:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13710, 06/11/2020, 23:14:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13709, 06/11/2020, 23:15:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13708, 06/11/2020, 23:16:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13707, 06/11/2020, 23:17:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13706, 06/11/2020, 23:18:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13705, 06/11/2020, 23:19:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13704, 06/11/2020, 23:20:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13703, 06/11/2020, 23:21:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13702, 06/11/2020, 23:22:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13701, 06/11/2020, 23:23:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13700, 06/11/2020, 23:24:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13699, 06/11/2020, 23:25:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13698, 06/11/2020, 23:26:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13697, 06/11/2020, 23:27:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13696, 06/11/2020, 23:28:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13695, 06/11/2020, 23:29:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13694, 06/11/2020, 23:30:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13693, 06/11/2020, 23:31:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13692, 06/11/2020, 23:32:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13691, 06/11/2020, 23:33:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13690, 06/11/2020, 23:34:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13689, 06/11/2020, 23:35:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13688, 06/11/2020, 23:36:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13687, 06/11/2020, 23:37:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13686, 06/11/2020, 23:38:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13685, 06/11/2020, 23:39:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13684, 06/11/2020, 23:40:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13683, 06/11/2020, 23:41:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13682, 06/11/2020, 23:42:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13681, 06/11/2020, 23:43:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13680, 06/11/2020, 23:44:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13679, 06/11/2020, 23:45:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13678, 06/11/2020, 23:46:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13677, 06/11/2020, 23:47:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13676, 06/11/2020, 23:48:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13675, 06/11/2020, 23:49:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13674, 06/11/2020, 23:50:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13673, 06/11/2020, 23:51:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13672, 06/11/2020, 23:52:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13671, 06/11/2020, 23:53:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13670, 06/11/2020, 23:54:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13669, 06/11/2020, 23:55:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13668, 06/11/2020, 23:56:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13667, 06/11/2020, 23:57:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13666, 06/11/2020, 23:58:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13665, 06/11/2020, 23:59:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13664, 06/12/2020, 00:00:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13663, 06/12/2020, 00:01:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13662, 06/12/2020, 00:02:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13661, 06/12/2020, 00:03:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13660, 06/12/2020, 00:04:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13659, 06/12/2020, 00:05:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13658, 06/12/2020, 00:06:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13657, 06/12/2020, 00:07:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13656, 06/12/2020, 00:08:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13655, 06/12/2020, 00:09:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13654, 06/12/2020, 00:10:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13653, 06/12/2020, 00:11:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13652, 06/12/2020, 00:12:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13651, 06/12/2020, 00:13:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13650, 06/12/2020, 00:14:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13649, 06/12/2020, 00:15:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13648, 06/12/2020, 00:16:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13647, 06/12/2020, 00:17:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13646, 06/12/2020, 00:18:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13645, 06/12/2020, 00:19:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13644, 06/12/2020, 00:20:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13643, 06/12/2020, 00:21:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13642, 06/12/2020, 00:22:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13641, 06/12/2020, 00:23:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13640, 06/12/2020, 00:24:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13639, 06/12/2020, 00:25:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13638, 06/12/2020, 00:26:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13637, 06/12/2020, 00:27:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13636, 06/12/2020, 00:28:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13635, 06/12/2020, 00:29:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13634, 06/12/2020, 00:30:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13633, 06/12/2020, 00:31:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13632, 06/12/2020, 00:32:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13631, 06/12/2020, 00:33:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13630, 06/12/2020, 00:34:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13629, 06/12/2020, 00:35:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13628, 06/12/2020, 00:36:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13627, 06/12/2020, 00:37:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13626, 06/12/2020, 00:38:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13625, 06/12/2020, 00:39:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13624, 06/12/2020, 00:40:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13623, 06/12/2020, 00:41:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13622, 06/12/2020, 00:42:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13621, 06/12/2020, 00:43:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13620, 06/12/2020, 00:44:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13619, 06/12/2020, 00:45:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13618, 06/12/2020, 00:46:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13617, 06/12/2020, 00:47:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13616, 06/12/2020, 00:48:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13615, 06/12/2020, 00:49:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13614, 06/12/2020, 00:50:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13613, 06/12/2020, 00:51:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13612, 06/12/2020, 00:52:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13611, 06/12/2020, 00:53:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13610, 06/12/2020, 00:54:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13609, 06/12/2020, 00:55:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13608, 06/12/2020, 00:56:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13607, 06/12/2020, 00:57:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13606, 06/12/2020, 00:58:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13605, 06/12/2020, 00:59:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13604, 06/12/2020, 01:00:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13603, 06/12/2020, 01:01:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13602, 06/12/2020, 01:02:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13601, 06/12/2020, 01:03:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13600, 06/12/2020, 01:04:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13599, 06/12/2020, 01:05:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13598, 06/12/2020, 01:06:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13597, 06/12/2020, 01:07:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13596, 06/12/2020, 01:08:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13595, 06/12/2020, 01:09:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13594, 06/12/2020, 01:10:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13593, 06/12/2020, 01:11:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13592, 06/12/2020, 01:12:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13591, 06/12/2020, 01:13:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13590, 06/12/2020, 01:14:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13589, 06/12/2020, 01:15:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13588, 06/12/2020, 01:16:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13587, 06/12/2020, 01:17:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586, 06/12/2020, 01:18:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13585, 06/12/2020, 01:19:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13584, 06/12/2020, 01:20:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13583, 06/12/2020, 01:21:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13582, 06/12/2020, 01:22:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13581, 06/12/2020, 01:23:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13580, 06/12/2020, 01:24:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13579, 06/12/2020, 01:25:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13578, 06/12/2020, 01:26:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13577, 06/12/2020, 01:27:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13576, 06/12/2020, 01:28:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13575, 06/12/2020, 01:29:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13574, 06/12/2020, 01:30:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13573, 06/12/2020, 01:31:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13572, 06/12/2020, 01:32:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13571, 06/12/2020, 01:33:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13570, 06/12/2020, 01:34:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13569, 06/12/2020, 01:35:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13568, 06/12/2020, 01:36:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13567, 06/12/2020, 01:37:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13566, 06/12/2020, 01:38:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13565, 06/12/2020, 01:39:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13564, 06/12/2020, 01:40:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13563, 06/12/2020, 01:41:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13562, 06/12/2020, 01:42:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13561, 06/12/2020, 01:43:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13560, 06/12/2020, 01:44:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13559, 06/12/2020, 01:45:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13558, 06/12/2020, 01:46:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13557, 06/12/2020, 01:47:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13556, 06/12/2020, 01:48:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13555, 06/12/2020, 01:49:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13554, 06/12/2020, 01:50:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13553, 06/12/2020, 01:51:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13552, 06/12/2020, 01:52:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13551, 06/12/2020, 01:53:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13550, 06/12/2020, 01:54:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13549, 06/12/2020, 01:55:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13548, 06/12/2020, 01:56:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13547, 06/12/2020, 01:57:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13546, 06/12/2020, 01:58:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13545, 06/12/2020, 01:59:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13544, 06/12/2020, 02:00:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13543, 06/12/2020, 02:01:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13542, 06/12/2020, 02:02:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13541, 06/12/2020, 02:03:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13540, 06/12/2020, 02:04:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13539, 06/12/2020, 02:05:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13538, 06/12/2020, 02:06:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13537, 06/12/2020, 02:07:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13536, 06/12/2020, 02:08:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13535, 06/12/2020, 02:09:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13534, 06/12/2020, 02:10:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13533, 06/12/2020, 02:11:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13532, 06/12/2020, 02:12:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
